YMD,PM2.5,PM10
2023-08-21T07:12:00Z,6.3625,6.560833333333333
2023-08-23T12:12:00Z,3.226679245283019,3.8594150943396226
2023-08-23T13:12:00Z,3.0882833333333335,3.6346166666666666
2023-08-23T14:12:00Z,2.728296296296296,3.7985185185185184
2023-08-23T15:12:00Z,2.7007962962962964,3.716425925925926
2023-08-23T16:12:00Z,2.5787666666666667,3.9006833333333333
2023-08-23T17:12:00Z,2.5791166666666667,2.8102666666666667
2023-08-23T18:12:00Z,2.343183333333333,2.8511166666666665
2023-08-23T19:12:00Z,2.2650833333333336,2.53675
2023-08-23T20:12:00Z,2.1667833333333335,2.58125
2023-08-23T21:12:00Z,2.2644166666666665,3.1109833333333334
2023-08-23T22:12:00Z,2.4037166666666665,2.8399166666666664
2023-08-23T23:12:00Z,2.279733333333333,2.6340666666666666
2023-08-24T00:12:00Z,2.1503666666666668,2.63125
2023-08-24T01:12:00Z,2.1011166666666665,2.3918
2023-08-24T02:12:00Z,2.187116666666667,2.5655
2023-08-24T03:12:00Z,2.3889,2.7608166666666665
2023-08-24T04:12:00Z,2.45675,2.73565
2023-08-24T05:12:00Z,2.4884333333333335,2.78115
2023-08-24T06:12:00Z,3.2749166666666665,20.0741
2023-08-24T07:12:00Z,2.655483333333333,3.819983333333333
2023-08-24T08:12:00Z,2.4190833333333335,2.691
2023-08-24T09:12:00Z,2.1875666666666667,3.2331166666666666
2023-08-24T10:12:00Z,2.06005,3.1653166666666666
2023-08-24T11:12:00Z,2.07425,2.4256166666666665
2023-08-24T12:12:00Z,2.318016666666667,4.781983333333334
2023-08-24T13:12:00Z,2.3771833333333334,3.8991833333333332
2023-08-24T14:12:00Z,2.4274833333333334,3.2946833333333334
2023-08-24T15:12:00Z,2.427375,3.3495624999999998
2023-08-28T14:12:00Z,3.5261515151515153,4.909363636363636
2023-08-28T15:12:00Z,3.4673333333333334,4.177933333333334
2023-08-28T16:12:00Z,3.4617666666666667,3.5780333333333334
2023-08-28T17:12:00Z,2.85175,3.021516666666667
2023-08-28T18:12:00Z,2.502066666666667,2.7058833333333334
2023-08-28T19:12:00Z,2.4522666666666666,2.645183333333333
2023-08-28T20:12:00Z,2.64575,3.013133333333333
2023-08-28T21:12:00Z,2.640816666666667,2.9101
2023-08-28T22:12:00Z,2.8446333333333333,3.0773333333333333
2023-08-28T23:12:00Z,2.95675,3.1166666666666667
2023-08-29T00:12:00Z,2.87185,3.06745
2023-08-29T01:12:00Z,2.898816666666667,3.3524833333333333
2023-08-29T02:12:00Z,2.850966666666667,2.9832
2023-08-29T03:12:00Z,2.8560333333333334,3.0752166666666665
2023-08-29T04:12:00Z,2.916316666666667,3.0751166666666667
2023-08-29T05:12:00Z,2.8779666666666666,3.0815
2023-08-29T06:12:00Z,2.9122333333333335,3.2110333333333334
2023-08-29T07:12:00Z,2.86885,3.0469333333333335
2023-08-29T08:12:00Z,2.8912,3.151116666666667
2023-08-29T09:12:00Z,3.05815,3.198
2023-08-29T10:12:00Z,3.2407833333333333,3.5014333333333334
2023-08-29T11:12:00Z,3.4738666666666664,3.7001666666666666
2023-08-29T12:12:00Z,3.345814814814815,3.5613333333333332
2023-08-29T13:12:00Z,2.9606166666666667,3.746383333333333
2023-08-29T14:12:00Z,2.7614666666666667,4.5256
2023-08-29T15:12:00Z,2.5059833333333335,5.7612000000000005
2023-08-29T16:12:00Z,2.37365,2.6600333333333332
2023-08-29T17:12:00Z,2.3024666666666667,2.4702333333333333
2023-08-29T18:12:00Z,2.2965,2.4035
2023-08-29T19:12:00Z,2.304,2.4717166666666666
2023-08-29T20:12:00Z,2.45045,2.7940666666666667
2023-08-29T21:12:00Z,2.4168833333333333,2.575816666666667
2023-08-29T22:12:00Z,2.1039666666666665,2.247533333333333
2023-08-29T23:12:00Z,1.8863166666666666,2.4469
2023-08-30T00:12:00Z,1.7331333333333334,2.11035
2023-08-30T01:12:00Z,1.5275,2.003616666666667
2023-08-30T02:12:00Z,1.3795666666666666,1.5476833333333333
2023-08-30T03:12:00Z,1.3655666666666666,1.6736
2023-08-30T04:12:00Z,1.39825,1.6133833333333334
2023-08-30T05:12:00Z,1.4814166666666666,2.128833333333333
2023-08-30T06:12:00Z,1.6870333333333334,2.0137666666666667
2023-08-30T07:12:00Z,1.1060166666666666,1.6365666666666667
2023-08-30T08:12:00Z,0.689622641509434,1.0632075471698113
2023-08-30T09:12:00Z,0.7641,0.9630833333333333
2023-08-30T10:12:00Z,2.0507166666666667,3.1144833333333337
2023-08-30T11:12:00Z,3.543083333333333,7.057516666666666
2023-08-30T12:12:00Z,3.9101290322580646,5.846548387096774
2023-10-03T15:12:00Z,8.794072727272727,19.073054545454546
2023-10-03T16:12:00Z,9.874166666666667,21.23165
2023-10-03T17:12:00Z,11.1789,20.28085
2023-10-03T18:12:00Z,10.025983333333333,20.84551666666667
2023-10-03T19:12:00Z,8.4835,25.966816666666666
2023-10-03T20:12:00Z,8.22695,21.21735
2023-10-03T21:12:00Z,9.397666666666666,27.54215
2023-10-03T22:12:00Z,9.66515,29.87451666666667
2023-10-03T23:12:00Z,9.441916666666666,29.372416666666666
2023-10-04T00:12:00Z,8.075066666666666,27.5839
2023-10-04T01:12:00Z,7.26075,24.712716666666665
2023-10-04T02:12:00Z,7.7640666666666664,22.79275
2023-10-04T03:12:00Z,7.895333333333333,25.045766666666665
2023-10-04T04:12:00Z,10.142766666666667,27.840016666666667
2023-10-04T05:12:00Z,11.021433333333333,28.179783333333333
2023-10-04T06:12:00Z,12.7861,29.347366666666666
